Execution Date,Network Code,Subnetwork,Region,Area,People,Water heating,General heating,Usage kWh,Retailer,Plan Name,Tariffs and discounts,Plan attributes,Estimated yearly cost,Prices last changed,Result URL
21/07/2026,BUEL,NULL,Westland,Buller,1-2 people,Electric continuous hot water,Night store heater,"6,235",Mercury,Everyday Open Term Low User Anytime,Daily: $1.7250 | Anytime: $0.4740 | ,No fixed term contract,"$3,585",January 2026 ,https://www.powerswitch.org.nz/results?p=YkvbjwVBkV
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Powershop,Peak/Off Peak/Night with Controlled with $150 Credit over 12 months.,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$2,537",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Contact Energy,Broadband Bundle Anytime with Economy,Daily Charge: $3.7938 | Anytime: $0.3185 | Economy: $0.2415 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$5,168*",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Contact Energy,Basic Anytime with Economy,Daily Charge: $3.7938 | Anytime: $0.3185 | Economy: $0.2415 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$5,168",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Pulse Energy,Price Promise Plan Standard User Uncontrolled with Controlled (All Day),Daily charge: $3.7940 | Uncontrolled: $0.3124 | Controlled: $0.2857 | ,No fixed term contract,"$5,304",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Meridian Energy,Freedom Plan Anytime with Controlled,Daily: $3.1528 | Anytime: $0.3323 | Controlled: $0.3057 | ,No fixed term contract,"$5,329",March 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Contact Energy,Good Weekends Standard Plan,Daily charge: $3.7938 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.3634 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$5,416",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Electric Kiwi,Sunday Saver Anytime with controlled Residential (Standard User),Anytime with controlled Plan Fixed Charge: $2.7900 | Anytime with controlled Plan variable charge Peak: $0.5258 | Anytime with controlled Plan variable charge Off Peak: $0.4733 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$5,552*",June 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Contact Energy,Good Nights Standard Plan,Daily charge: $4.0250 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.3818 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,555",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Genesis Energy,PowerHome Uncontrolled with Controlled (Standard user),Daily Fixed Charge: $3.5606 | Uncontrolled: $0.3633 | Controlled: $0.2921 | ,No fixed term contract,"$5,663",January 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $3.5606 | Day - cents/kWh: $0.4126 | Night - cents/kWh: $0.2366 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,891",June 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Mercury,Everyday Open Term Standard User Anytime with Controlled,Daily: $3.7720 | Anytime: $0.3808 | Controlled: $0.3562 | ,No fixed term contract,"$6,192",January 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Mercury,Flex - Standard use,Daily (c/day): $3.7720 | Peak (c/kWh): $0.4061 | Off Peak (c/kWh): $0.3547 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,201",June 2023 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Pulse Energy,Power Shift Plan Standard User,Daily Charge: $3.4500 | Weekdays Peak: $0.5061 | Weekdays Off-Peak: $0.4493 | Weekends Peak: $0.2530 | Weekends Off-Peak: $0.2246 | Weekdays Night: $0.3541 | Weekends Night: $0.1771 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,217",April 2026 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Electric Kiwi,MoveMaster Anytime with controlled Residential (Standard User),Anytime with controlled Plan Fixed Charge: $2.3300 | Anytime with Controlled Peak: $0.6861 | Anytime with Controlled Shoulder: $0.4117 | Anytime with Controlled Night: $0.3431 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$6,326",July 2025 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Heat pump,"12,959",Electric Kiwi,Everyday Anytime with controlled Residential (Standard User),Anytime with controlled Plan Fixed Charge ($/day): $2.3300 | Anytime with controlled Plan variable charge peak ($/kWh): $0.4857 | Anytime with controlled Plan variable charge off-peak ($/kWh): $0.4857 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$6,451",July 2025 ,https://www.powerswitch.org.nz/results?p=bkpglVXZmN
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Night store heater,"14,130",Meridian Energy,Freedom Plan Anytime with Controlled and Night,Daily: $3.1528 | Anytime: $0.3323 | Controlled: $0.3057 | Night: $0.2931 | ,No fixed term contract,"$5,573",March 2026 ,https://www.powerswitch.org.nz/results?p=xmgAqeJLoe
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Night store heater,"14,130",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $3.5606 | Day - cents/kWh: $0.4126 | Night - cents/kWh: $0.2366 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,855",June 2026 ,https://www.powerswitch.org.nz/results?p=xmgAqeJLoe
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Night store heater,"14,130",Electric Kiwi,Sunday Saver Anytime with controlled Residential (Standard User),Anytime with controlled Plan Fixed Charge: $2.7900 | Anytime with controlled Plan variable charge Peak: $0.5258 | Anytime with controlled Plan variable charge Off Peak: $0.4733 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$5,923*",June 2026 ,https://www.powerswitch.org.nz/results?p=xmgAqeJLoe
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Night store heater,"14,130",Mercury,Everyday Open Term Standard User Anytime with Controlled and Night Meter,Daily: $3.7720 | Anytime: $0.3808 | Controlled: $0.3562 | Night Meter: $0.3038 | ,No fixed term contract,"$6,354",January 2026 ,https://www.powerswitch.org.nz/results?p=xmgAqeJLoe
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Night store heater,"14,130",Electric Kiwi,MoveMaster Anytime with controlled Residential (Standard User),Anytime with controlled Plan Fixed Charge: $2.3300 | Anytime with Controlled Peak: $0.6861 | Anytime with Controlled Shoulder: $0.4117 | Anytime with Controlled Night: $0.3431 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$6,389",July 2025 ,https://www.powerswitch.org.nz/results?p=xmgAqeJLoe
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Night store heater,"14,130",Mercury,Flex - Standard use,Daily (c/day): $3.7720 | Peak (c/kWh): $0.4061 | Off Peak (c/kWh): $0.3547 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,546",June 2023 ,https://www.powerswitch.org.nz/results?p=xmgAqeJLoe
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric hot water cylinder,Night store heater,"14,130",Electric Kiwi,Everyday Anytime with controlled Residential (Standard User),Anytime with controlled Plan Fixed Charge ($/day): $2.3300 | Anytime with controlled Plan variable charge peak ($/kWh): $0.4857 | Anytime with controlled Plan variable charge off-peak ($/kWh): $0.4857 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$6,958",July 2025 ,https://www.powerswitch.org.nz/results?p=xmgAqeJLoe
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Powershop,Peak/Off Peak with $150 credit over 12 months,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$4,784",April 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Contact Energy,Good Weekends Standard Plan,Daily charge: $3.7938 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.3634 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$5,181",April 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Pulse Energy,Price Promise Plan Standard User Uncontrolled (All Day),Daily charge: $3.7940 | Uncontrolled: $0.3124 | ,No fixed term contract,"$5,197",April 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Meridian Energy,Freedom Plan Anytime,Daily: $3.1528 | Anytime: $0.3323 | ,No fixed term contract,"$5,207",March 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Electric Kiwi,Sunday Saver Anytime Residential (Standard User),Anytime Plan Fixed Charge: $2.7900 | Anytime Plan variable charge Peak: $0.5258 | Anytime Plan variable charge Off Peak: $0.4733 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$5,288*",June 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Contact Energy,Basic Anytime,Daily Charge: $3.7938 | Anytime: $0.3185 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$5,299",April 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Contact Energy,Broadband Bundle Anytime,Daily Charge: $3.7938 | Anytime: $0.3185 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$5,299*",April 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Contact Energy,Good Nights Standard Plan,Daily charge: $4.0250 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.3818 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,316",April 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $3.5606 | Day - cents/kWh: $0.4126 | Night - cents/kWh: $0.2366 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,624",June 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Genesis Energy,PowerHome Uncontrolled (Standard user),Daily Fixed Charge: $3.5606 | Uncontrolled: $0.3633 | ,No fixed term contract,"$5,733",January 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Mercury,Flex - Standard use,Daily (c/day): $3.7720 | Peak (c/kWh): $0.4061 | Off Peak (c/kWh): $0.3547 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,919",June 2023 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Mercury,Everyday Open Term Standard User Anytime,Daily: $3.7720 | Anytime: $0.3808 | ,No fixed term contract,"$6,023",January 2026 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Electric Kiwi,MoveMaster Anytime Residential (Standard User),Anytime Plan Fixed Charge: $2.3300 | Anytime Peak: $0.7045 | Anytime Shoulder: $0.4227 | Anytime Night: $0.3523 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$6,144",July 2025 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Heat pump,"12,203",Electric Kiwi,Everyday Anytime Residential (Standard User),Anytime Plan Fixed Charge ($/day): $2.3300 | Anytime Plan variable charge peak ($/kWh): $0.4990 | Anytime Plan variable charge off-peak ($/kWh): $0.4990 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$6,269",July 2025 ,https://www.powerswitch.org.nz/results?p=MkaRlABGon
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Powershop,Peak/Off Peak with $150 credit over 12 months,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$4,979",April 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Contact Energy,Good Weekends Standard Plan,Daily charge: $3.7938 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.3634 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$5,545",April 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Pulse Energy,Price Promise Plan Standard User Uncontrolled (All Day),Daily charge: $3.7940 | Uncontrolled: $0.3124 | ,No fixed term contract,"$5,563",April 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Genesis Energy,Time Varied Plan - Standard User,Daily Charge - cents/day: $3.5606 | Day - cents/kWh: $0.4126 | Night - cents/kWh: $0.2366 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$5,587",June 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Meridian Energy,Freedom Plan Anytime,Daily: $3.1528 | Anytime: $0.3323 | ,No fixed term contract,"$5,596",March 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Electric Kiwi,Sunday Saver Anytime Residential (Standard User),Anytime Plan Fixed Charge: $2.7900 | Anytime Plan variable charge Peak: $0.5258 | Anytime Plan variable charge Off Peak: $0.4733 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$5,659*",June 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Contact Energy,Basic Anytime,Daily Charge: $3.7938 | Anytime: $0.3185 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$5,674",April 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Contact Energy,Broadband Bundle Anytime,Daily Charge: $3.7938 | Anytime: $0.3185 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$5,674*",April 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Contact Energy,Good Nights Standard Plan,Daily charge: $4.0250 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.3818 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$5,686",April 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Genesis Energy,PowerHome Uncontrolled (Standard user),Daily Fixed Charge: $3.5606 | Uncontrolled: $0.3633 | ,No fixed term contract,"$6,158",January 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Electric Kiwi,MoveMaster Anytime Residential (Standard User),Anytime Plan Fixed Charge: $2.3300 | Anytime Peak: $0.7045 | Anytime Shoulder: $0.4227 | Anytime Night: $0.3523 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$6,209",July 2025 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Mercury,Flex - Standard use,Daily (c/day): $3.7720 | Peak (c/kWh): $0.4061 | Off Peak (c/kWh): $0.3547 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$6,264",June 2023 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Mercury,Everyday Open Term Standard User Anytime,Daily: $3.7720 | Anytime: $0.3808 | ,No fixed term contract,"$6,469",January 2026 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,BUEL,NULL,Westland,Buller,5+ people,Electric continuous hot water,Night store heater,"13,374",Electric Kiwi,Everyday Anytime Residential (Standard User),Anytime Plan Fixed Charge ($/day): $2.3300 | Anytime Plan variable charge peak ($/kWh): $0.4990 | Anytime Plan variable charge off-peak ($/kWh): $0.4990 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$6,789",July 2025 ,https://www.powerswitch.org.nz/results?p=vkVbywxjka
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Powershop,Peak/Off Peak Low User with Controlled with $150 credit over 12 months,not applicable,"No fixed term contract | Time-of-Use (eg, off-peak)","$1,343",April 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Electric Kiwi,Sunday Saver Anytime with controlled Residential (Low User),Anytime with controlled Plan Fixed Charge: $2.0700 | Anytime with controlled Plan variable charge Peak: $0.5369 | Anytime with controlled Plan variable charge Off Peak: $0.4832 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$2,874*",June 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Pulse Energy,Price Promise Plan Low User Uncontrolled with Controlled (All Day),Daily charge: $2.0700 | Uncontrolled: $0.3827 | Controlled: $0.3217 | ,No fixed term contract,"$2,896",April 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Genesis Energy,Time Varied Plan - Low User,Daily Charge - cents/day: $1.6732 | Day - cents/kWh: $0.4877 | Night - cents/kWh: $0.2261 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$3,005",June 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Mercury,Everyday Open Term Low User Anytime with Controlled,Daily charge: $1.7250 | Anytime: $0.4338 | Controlled: $0.3747 | ,No fixed term contract,"$3,077",January 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Genesis Energy,PowerHome Uncontrolled with Controlled (Low user),Daily Fixed Charge: $1.6732 | Uncontrolled: $0.4408 | Controlled: $0.3736 | ,No fixed term contract,"$3,083",January 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Mercury,Flex Low Use,Daily (c/day): $1.7250 | Peak (c/kWh): $0.4483 | Off Peak (c/kWh): $0.3987 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$3,088",June 2023 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Meridian Energy,Low user Freedom Plan Anytime with Controlled,Daily: $2.0700 | Anytime: $0.4246 | Controlled: $0.3670 | ,No fixed term contract,"$3,152",March 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Electric Kiwi,MoveMaster Anytime with controlled Residential (Low User),Plan Fixed Charge: $1.1500 | Anytime with Controlled Peak: $0.7498 | Anytime with Controlled Shoulder: $0.4498 | Anytime with Controlled Night: $0.3749 | Assumed percentage of power free: 9.2% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$3,158",July 2025 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Contact Energy,Broadband Bundle Anytime with Economy (Low User),Daily charge: $2.0700 | Anytime: $0.4358 | Economy: $0.3588 | Electricity Authority Levy: $0.0022 | ,No fixed term contract | Price change pending | Bundle required,"$3,191*",April 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Contact Energy,Basic Anytime with Economy (Low User),Daily charge: $2.0700 | Anytime: $0.4358 | Economy: $0.3588 | Electricity Authority Levy: $0.0022 | ,No fixed term contract,"$3,191",April 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Contact Energy,Good Weekends Low User Plan,Daily charge: $2.0700 | Free:Weekends 9am - 5pm: $0.0000 | Charged:Weekdays & 5pm-9am Weekends: $0.5014 | Assumed percentage of power free: 15% | ,No fixed term contract | Smart meter required | Free power,"$3,297",April 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Electric Kiwi,Everyday Anytime with controlled Residential (Low User),Anytime with controlled Plan Fixed Charge ($/day): $1.7200 | Anytime with controlled Plan variable charge peak ($/kWh): $0.5100 | Anytime with controlled Plan variable charge off-peak ($/kWh): $0.5100 | Assumed percentage of power free: 9.2% | ,No fixed term contract | Smart meter required | Free power,"$3,320",July 2025 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Heat pump,"5,932",Contact Energy,Good Nights Low User Plan,Daily charge: $2.0700 | Free: 9pm - Midnight: $0.0000 | Charged Outside of the Free Hours: $0.5359 | Assumed percentage of power free: 18% | ,"No fixed term contract | Smart meter required | Free power | Time-of-Use (eg, off-peak)","$3,375",April 2026 ,https://www.powerswitch.org.nz/results?p=ZkAgyAKBEw
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Night store heater,"6,566",Genesis Energy,Time Varied Plan - Low User,Daily Charge - cents/day: $1.6732 | Day - cents/kWh: $0.4877 | Night - cents/kWh: $0.2261 | ,"No fixed term contract | Smart meter required | Time-of-Use (eg, off-peak)","$2,897",June 2026 ,https://www.powerswitch.org.nz/results?p=QEdvaDROkG
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Night store heater,"6,566",Genesis Energy,PowerHome Uncontrolled with Controlled and Night Only (Low user),Daily Fixed Charge: $1.6732 | Uncontrolled: $0.4408 | Controlled: $0.3736 | Night Only: $0.2674 | ,No fixed term contract,"$3,016",January 2026 ,https://www.powerswitch.org.nz/results?p=QEdvaDROkG
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Night store heater,"6,566",Mercury,Everyday Open Term Low User Anytime with Controlled and Night Meter,Daily charge: $1.7250 | Anytime: $0.4338 | Controlled: $0.3747 | Night Meter: $0.2957 | ,No fixed term contract,"$3,077",January 2026 ,https://www.powerswitch.org.nz/results?p=QEdvaDROkG
21/07/2026,WPOW,NULL,Westland,Westland,1-2 people,Electric hot water cylinder,Night store heater,"6,566",Electric Kiwi,Sunday Saver Anytime with controlled Residential (Low User),Anytime with controlled Plan Fixed Charge: $2.0700 | Anytime with controlled Plan variable charge Peak: $0.5369 | Anytime with controlled Plan variable charge Off Peak: $0.4832 | Assumed percentage of power free: 27% | ,"No fixed term contract | Smart meter required | Free power | Bundle required | Time-of-Use (eg, off-peak)","$3,079*",June 2026 ,https://www.powerswitch.org.nz/results?p=QEdvaDROkG
